MSOA11CD,MSOA11NM,LAD11CD,LAD11NM,RGN11CD,RGN11NM,USUALRES,HHOLDRES,COMESTRES,POPDEN,HHOLDS,AVHHOLDSZ,NUMPOINTS
E02000803,Richmond upon Thames 020,E09000027,Richmond upon Thames,E12000007,London,9387,9346,41,48.10000,4086,2.30000,34
E02000804,Richmond upon Thames 021,E09000027,Richmond upon Thames,E12000007,London,7106,7013,93,19.00000,3148,2.20000,10
E02000805,Richmond upon Thames 022,E09000027,Richmond upon Thames,E12000007,London,10221,9929,292,37.30000,4455,2.20000,15
E02000806,Richmond upon Thames 023,E09000027,Richmond upon Thames,E12000007,London,9985,9868,117,14.50000,4174,2.40000,44
E02000807,Southwark 001,E09000028,Southwark,E12000007,London,8313,8305,8,116.80000,3705,2.20000,13
E02000808,Southwark 002,E09000028,Southwark,E12000007,London,9102,8312,790,87.00000,4167,2.00000,36
E02000809,Southwark 003,E09000028,Southwark,E12000007,London,11711,11536,175,152.90000,5936,1.90000,27
E02000810,Southwark 004,E09000028,Southwark,E12000007,London,9144,9131,13,133.20000,4137,2.20000,18
E02000812,Southwark 006,E09000028,Southwark,E12000007,London,10290,9697,593,146.60000,4385,2.20000,22
E02000813,Southwark 007,E09000028,Southwark,E12000007,London,8591,8561,30,96.10000,3746,2.30000,28
E02000814,Southwark 008,E09000028,Southwark,E12000007,London,8652,8563,89,88.00000,3876,2.20000,20
E02000815,Southwark 009,E09000028,Southwark,E12000007,London,6497,5774,723,154.40000,2516,2.30000,12
E02000816,Southwark 010,E09000028,Southwark,E12000007,London,9043,9030,13,119.10000,3959,2.30000,18
E02000817,Southwark 011,E09000028,Southwark,E12000007,London,6494,6425,69,98.10000,2809,2.30000,13
E02000818,Southwark 012,E09000028,Southwark,E12000007,London,7534,7507,27,128.90000,3217,2.30000,23
E02000819,Southwark 013,E09000028,Southwark,E12000007,London,8315,8301,14,154.90000,3415,2.40000,11
E02000820,Southwark 014,E09000028,Southwark,E12000007,London,8503,8369,134,189.00000,3873,2.20000,12
E02000821,Southwark 015,E09000028,Southwark,E12000007,London,8386,8368,18,116.70000,3097,2.70000,12
E02000822,Southwark 016,E09000028,Southwark,E12000007,London,8111,8096,15,169.30000,3294,2.50000,4
E02000823,Southwark 017,E09000028,Southwark,E12000007,London,7733,7726,7,120.10000,3155,2.40000,16
E02000824,Southwark 018,E09000028,Southwark,E12000007,London,9568,9559,9,98.40000,3553,2.70000,18
E02000825,Southwark 019,E09000028,Southwark,E12000007,London,9649,9580,69,181.00000,3545,2.70000,6
E02000826,Southwark 020,E09000028,Southwark,E12000007,London,8888,8714,174,161.70000,3539,2.50000,6
E02000827,Southwark 021,E09000028,Southwark,E12000007,London,10359,10170,189,152.10000,4304,2.40000,24
E02000828,Southwark 022,E09000028,Southwark,E12000007,London,8383,8345,38,131.80000,3180,2.60000,21
E02000829,Southwark 023,E09000028,Southwark,E12000007,London,10389,10232,157,131.20000,4334,2.40000,13
E02000830,Southwark 024,E09000028,Southwark,E12000007,London,8870,8819,51,106.10000,3783,2.30000,10
E02000831,Southwark 025,E09000028,Southwark,E12000007,London,9378,9281,97,116.40000,3918,2.40000,16
E02000832,Southwark 026,E09000028,Southwark,E12000007,London,9960,9851,109,117.80000,4106,2.40000,20
E02000833,Southwark 027,E09000028,Southwark,E12000007,London,7755,7334,421,93.90000,2973,2.50000,14
E02000834,Southwark 028,E09000028,Southwark,E12000007,London,9199,9161,38,75.80000,4198,2.20000,25
E02000835,Southwark 029,E09000028,Southwark,E12000007,London,7236,7194,42,49.60000,2930,2.50000,22
E02000836,Southwark 030,E09000028,Southwark,E12000007,London,8240,8219,21,109.00000,3362,2.40000,15
E02000837,Southwark 031,E09000028,Southwark,E12000007,London,9085,9020,65,38.20000,3300,2.70000,40
E02000838,Southwark 032,E09000028,Southwark,E12000007,London,9180,9120,60,85.80000,3862,2.40000,29
E02000839,Southwark 033,E09000028,Southwark,E12000007,London,8036,7869,167,29.10000,3381,2.30000,38
E02000840,Sutton 001,E09000029,Sutton,E12000007,London,8171,8146,25,59.80000,3206,2.50000,18
E02000841,Sutton 002,E09000029,Sutton,E12000007,London,8721,8624,97,75.50000,3335,2.60000,19
E02000842,Sutton 003,E09000029,Sutton,E12000007,London,7666,7666,0,47.40000,2879,2.70000,15
E02000843,Sutton 004,E09000029,Sutton,E12000007,London,7495,7495,0,58.60000,3271,2.30000,17
E02000844,Sutton 005,E09000029,Sutton,E12000007,London,7779,7779,0,76.90000,3117,2.50000,18
E02000845,Sutton 006,E09000029,Sutton,E12000007,London,8867,8850,17,58.90000,3472,2.50000,3
E02000846,Sutton 007,E09000029,Sutton,E12000007,London,7053,6956,97,51.60000,2708,2.60000,12
E02000847,Sutton 008,E09000029,Sutton,E12000007,London,8798,8708,90,57.10000,3489,2.50000,11
E02000848,Sutton 009,E09000029,Sutton,E12000007,London,7889,7889,0,68.60000,2886,2.70000,11
E02000849,Sutton 010,E09000029,Sutton,E12000007,London,7485,7432,53,62.70000,3099,2.40000,16
E02000850,Sutton 011,E09000029,Sutton,E12000007,London,10309,10301,8,20.70000,4037,2.60000,38
E02000851,Sutton 012,E09000029,Sutton,E12000007,London,8330,8297,33,73.00000,4098,2.00000,25
E02000852,Sutton 013,E09000029,Sutton,E12000007,London,7434,7424,10,78.40000,3136,2.40000,16
E02000853,Sutton 014,E09000029,Sutton,E12000007,London,7592,7592,0,60.90000,3164,2.40000,12
E02000854,Sutton 015,E09000029,Sutton,E12000007,London,7101,7067,34,43.60000,2932,2.40000,13
E02000855,Sutton 016,E09000029,Sutton,E12000007,London,7787,7767,20,41.80000,3035,2.60000,12
E02000856,Sutton 017,E09000029,Sutton,E12000007,London,8176,8137,39,65.30000,3486,2.30000,16
E02000857,Sutton 018,E09000029,Sutton,E12000007,London,7905,7646,259,77.50000,4004,1.90000,14
E02000858,Sutton 019,E09000029,Sutton,E12000007,London,7691,7686,5,50.20000,3139,2.40000,22
E02000859,Sutton 020,E09000029,Sutton,E12000007,London,8165,7986,179,47.70000,3453,2.30000,20
E02000860,Sutton 021,E09000029,Sutton,E12000007,London,7598,7423,175,86.50000,3925,1.90000,10
E02000861,Sutton 022,E09000029,Sutton,E12000007,London,7497,7479,18,29.30000,2789,2.70000,16
E02000863,Sutton 024,E09000029,Sutton,E12000007,London,6367,6283,84,9.70000,2319,2.70000,22
E02000864,Tower Hamlets 001,E09000030,Tower Hamlets,E12000007,London,8297,8296,1,65.80000,3468,2.40000,24
E02000865,Tower Hamlets 002,E09000030,Tower Hamlets,E12000007,London,7051,6977,74,152.10000,2763,2.50000,8
E02000866,Tower Hamlets 003,E09000030,Tower Hamlets,E12000007,London,9662,9610,52,85.20000,3829,2.50000,25
E02000867,Tower Hamlets 004,E09000030,Tower Hamlets,E12000007,London,9761,9761,0,120.60000,4307,2.30000,14
E02000868,Tower Hamlets 005,E09000030,Tower Hamlets,E12000007,London,6632,6416,216,184.60000,2618,2.50000,8
E02000869,Tower Hamlets 006,E09000030,Tower Hamlets,E12000007,London,5705,5679,26,177.00000,2485,2.30000,3
E02000870,Tower Hamlets 007,E09000030,Tower Hamlets,E12000007,London,6477,6430,47,164.00000,2560,2.50000,6
E02000871,Tower Hamlets 008,E09000030,Tower Hamlets,E12000007,London,8591,8591,0,128.40000,3107,2.80000,21
E02000872,Tower Hamlets 009,E09000030,Tower Hamlets,E12000007,London,7501,7480,21,164.30000,3088,2.40000,6
E02000873,Tower Hamlets 010,E09000030,Tower Hamlets,E12000007,London,8713,7467,1246,172.60000,2792,2.70000,11
E02000874,Tower Hamlets 011,E09000030,Tower Hamlets,E12000007,London,7129,6879,250,207.90000,2494,2.80000,14
E02000875,Tower Hamlets 012,E09000030,Tower Hamlets,E12000007,London,9440,9379,61,141.40000,3437,2.70000,14
E02000876,Tower Hamlets 013,E09000030,Tower Hamlets,E12000007,London,7037,6900,137,130.70000,2750,2.50000,12
E02000877,Tower Hamlets 014,E09000030,Tower Hamlets,E12000007,London,9803,9748,55,121.30000,3252,3.00000,26
E02000878,Tower Hamlets 015,E09000030,Tower Hamlets,E12000007,London,10286,9451,835,161.10000,3900,2.40000,17
E02000879,Tower Hamlets 016,E09000030,Tower Hamlets,E12000007,London,7634,7417,217,172.00000,2855,2.60000,9
E02000880,Tower Hamlets 017,E09000030,Tower Hamlets,E12000007,London,5776,5634,142,155.10000,2090,2.70000,7
E02000881,Tower Hamlets 018,E09000030,Tower Hamlets,E12000007,London,6909,6909,0,98.00000,2379,2.90000,25
E02000882,Tower Hamlets 019,E09000030,Tower Hamlets,E12000007,London,8604,8563,41,149.80000,2884,3.00000,9
E02000883,Tower Hamlets 020,E09000030,Tower Hamlets,E12000007,London,7950,7853,97,168.10000,2880,2.70000,17
E02000884,Tower Hamlets 021,E09000030,Tower Hamlets,E12000007,London,9086,9021,65,166.60000,3707,2.40000,9
E02000885,Tower Hamlets 022,E09000030,Tower Hamlets,E12000007,London,6895,6873,22,204.10000,2509,2.70000,10
E02000886,Tower Hamlets 023,E09000030,Tower Hamlets,E12000007,London,7326,7326,0,149.70000,3185,2.30000,10
E02000887,Tower Hamlets 024,E09000030,Tower Hamlets,E12000007,London,8660,8585,75,148.60000,3165,2.70000,11
E02000888,Tower Hamlets 025,E09000030,Tower Hamlets,E12000007,London,8215,8210,5,155.90000,3306,2.50000,17
E02000889,Tower Hamlets 026,E09000030,Tower Hamlets,E12000007,London,6616,6549,67,114.10000,2879,2.30000,14
E02000890,Tower Hamlets 027,E09000030,Tower Hamlets,E12000007,London,5795,5795,0,103.00000,3093,1.90000,20
E02000891,Tower Hamlets 028,E09000030,Tower Hamlets,E12000007,London,12678,12678,0,83.10000,5742,2.20000,53
E02000893,Tower Hamlets 030,E09000030,Tower Hamlets,E12000007,London,6783,6783,0,94.40000,2912,2.30000,17
E02000894,Tower Hamlets 031,E09000030,Tower Hamlets,E12000007,London,10137,10137,0,185.00000,4510,2.20000,11
E02000895,Waltham Forest 001,E09000031,Waltham Forest,E12000007,London,7979,7962,17,36.40000,3271,2.40000,26
E02000896,Waltham Forest 002,E09000031,Waltham Forest,E12000007,London,8814,8719,95,31.30000,3758,2.30000,23
E02000897,Waltham Forest 003,E09000031,Waltham Forest,E12000007,London,8077,7991,86,42.90000,3345,2.40000,17
E02000898,Waltham Forest 004,E09000031,Waltham Forest,E12000007,London,7750,7677,73,50.60000,3065,2.50000,17
E02000899,Waltham Forest 005,E09000031,Waltham Forest,E12000007,London,7920,7866,54,65.80000,3090,2.50000,15
E02000900,Waltham Forest 006,E09000031,Waltham Forest,E12000007,London,8088,8062,26,52.10000,2986,2.70000,17
E02000901,Waltham Forest 007,E09000031,Waltham Forest,E12000007,London,9371,9302,69,54.50000,3553,2.60000,18
E02000902,Waltham Forest 008,E09000031,Waltham Forest,E12000007,London,8231,8229,2,67.70000,3101,2.70000,15
E02000903,Waltham Forest 009,E09000031,Waltham Forest,E12000007,London,9043,9043,0,46.00000,3179,2.80000,24
E02000904,Waltham Forest 010,E09000031,Waltham Forest,E12000007,London,8228,8213,15,56.40000,2900,2.80000,24
E02000905,Waltham Forest 011,E09000031,Waltham Forest,E12000007,London,9589,9512,77,91.40000,3465,2.70000,13
E02000906,Waltham Forest 012,E09000031,Waltham Forest,E12000007,London,9248,9246,2,149.60000,3507,2.60000,10
E02000907,Waltham Forest 013,E09000031,Waltham Forest,E12000007,London,9998,9634,364,111.90000,3885,2.50000,22
E02000908,Waltham Forest 014,E09000031,Waltham Forest,E12000007,London,10516,10516,0,44.60000,4348,2.40000,21
E02000909,Waltham Forest 015,E09000031,Waltham Forest,E12000007,London,8640,8635,5,62.10000,3459,2.50000,19
E02000910,Waltham Forest 016,E09000031,Waltham Forest,E12000007,London,10698,10647,51,135.30000,4005,2.70000,12
E02000911,Waltham Forest 017,E09000031,Waltham Forest,E12000007,London,10872,10868,4,122.10000,4115,2.60000,32
E02000912,Waltham Forest 018,E09000031,Waltham Forest,E12000007,London,9238,9143,95,37.00000,3151,2.90000,7
E02000913,Waltham Forest 019,E09000031,Waltham Forest,E12000007,London,8706,8660,46,82.40000,2968,2.90000,20
E02000914,Waltham Forest 020,E09000031,Waltham Forest,E12000007,London,10594,10499,95,151.40000,3689,2.80000,15
E02000915,Waltham Forest 021,E09000031,Waltham Forest,E12000007,London,8643,8399,244,57.90000,3305,2.50000,22
E02000916,Waltham Forest 022,E09000031,Waltham Forest,E12000007,London,9485,9482,3,42.70000,3506,2.70000,20
E02000917,Waltham Forest 023,E09000031,Waltham Forest,E12000007,London,9171,9148,23,135.10000,3396,2.70000,9
E02000918,Waltham Forest 024,E09000031,Waltham Forest,E12000007,London,9126,9041,85,109.60000,3449,2.60000,19
E02000919,Waltham Forest 025,E09000031,Waltham Forest,E12000007,London,9221,9200,21,164.00000,3225,2.90000,12
E02000920,Waltham Forest 026,E09000031,Waltham Forest,E12000007,London,9479,9471,8,54.30000,3434,2.80000,25
E02000921,Waltham Forest 027,E09000031,Waltham Forest,E12000007,London,11001,10979,22,131.00000,3966,2.80000,14
E02000922,Waltham Forest 028,E09000031,Waltham Forest,E12000007,London,10523,10471,52,161.20000,3740,2.80000,15
E02000923,Wandsworth 001,E09000032,Wandsworth,E12000007,London,7474,7337,137,69.80000,3632,2.00000,12
E02000924,Wandsworth 002,E09000032,Wandsworth,E12000007,London,11131,11128,3,55.00000,5295,2.10000,34
E02000925,Wandsworth 003,E09000032,Wandsworth,E12000007,London,7848,7811,37,177.60000,3412,2.30000,6
E02000926,Wandsworth 004,E09000032,Wandsworth,E12000007,London,8936,8876,60,141.90000,4283,2.10000,14
E02000927,Wandsworth 005,E09000032,Wandsworth,E12000007,London,6790,6790,0,150.90000,3228,2.10000,8
E02000928,Wandsworth 006,E09000032,Wandsworth,E12000007,London,8458,8448,10,90.00000,3635,2.30000,11
E02000929,Wandsworth 007,E09000032,Wandsworth,E12000007,London,7277,7277,0,180.60000,3201,2.30000,11
E02000930,Wandsworth 008,E09000032,Wandsworth,E12000007,London,9676,9649,27,119.40000,4382,2.20000,16
E02000931,Wandsworth 009,E09000032,Wandsworth,E12000007,London,8474,8474,0,106.50000,3532,2.40000,6
E02000932,Wandsworth 010,E09000032,Wandsworth,E12000007,London,10296,10296,0,81.30000,4777,2.20000,35
E02000933,Wandsworth 011,E09000032,Wandsworth,E12000007,London,8781,8760,21,81.70000,3872,2.30000,12
E02000934,Wandsworth 012,E09000032,Wandsworth,E12000007,London,9105,9040,65,116.00000,4325,2.10000,24
E02000935,Wandsworth 013,E09000032,Wandsworth,E12000007,London,6850,5946,904,48.00000,2468,2.40000,9
E02000936,Wandsworth 014,E09000032,Wandsworth,E12000007,London,8330,8252,78,92.40000,4057,2.00000,13
E02000937,Wandsworth 015,E09000032,Wandsworth,E12000007,London,7724,7711,13,62.60000,3130,2.50000,15
E02000938,Wandsworth 016,E09000032,Wandsworth,E12000007,London,9546,9271,275,54.20000,4032,2.30000,21
E02000939,Wandsworth 017,E09000032,Wandsworth,E12000007,London,7968,7760,208,109.40000,2915,2.70000,10
E02000940,Wandsworth 018,E09000032,Wandsworth,E12000007,London,7835,7814,21,111.80000,3494,2.20000,20
E02000941,Wandsworth 019,E09000032,Wandsworth,E12000007,London,9941,9841,100,93.70000,4125,2.40000,17
E02000942,Wandsworth 020,E09000032,Wandsworth,E12000007,London,9665,9633,32,95.60000,3794,2.50000,13
E02000943,Wandsworth 021,E09000032,Wandsworth,E12000007,London,8402,8388,14,119.10000,3708,2.30000,14
E02000944,Wandsworth 022,E09000032,Wandsworth,E12000007,London,7206,6923,283,123.00000,2856,2.40000,10
E02000945,Wandsworth 023,E09000032,Wandsworth,E12000007,London,7620,7044,576,34.50000,2764,2.50000,28
E02000946,Wandsworth 024,E09000032,Wandsworth,E12000007,London,8795,7621,1174,82.50000,3172,2.40000,16
E02000947,Wandsworth 025,E09000032,Wandsworth,E12000007,London,8675,8675,0,104.20000,3820,2.30000,7
E02000948,Wandsworth 026,E09000032,Wandsworth,E12000007,London,9877,9818,59,74.40000,4493,2.20000,8
E02000949,Wandsworth 027,E09000032,Wandsworth,E12000007,London,9805,9525,280,70.10000,4072,2.30000,14
E02000950,Wandsworth 028,E09000032,Wandsworth,E12000007,London,7578,7541,37,88.20000,3233,2.30000,17
E02000951,Wandsworth 029,E09000032,Wandsworth,E12000007,London,6650,6522,128,135.30000,2946,2.20000,11
E02000952,Wandsworth 030,E09000032,Wandsworth,E12000007,London,6257,6205,52,112.00000,2644,2.30000,7
E02000953,Wandsworth 031,E09000032,Wandsworth,E12000007,London,7084,6758,326,102.90000,3113,2.20000,10
E02000954,Wandsworth 032,E09000032,Wandsworth,E12000007,London,6429,6426,3,142.80000,2299,2.80000,3
E02000955,Wandsworth 033,E09000032,Wandsworth,E12000007,London,6714,6712,2,119.70000,2527,2.70000,3
E02000956,Wandsworth 034,E09000032,Wandsworth,E12000007,London,7705,7664,41,89.90000,3066,2.50000,26
E02000957,Wandsworth 035,E09000032,Wandsworth,E12000007,London,10589,10496,93,142.40000,4238,2.50000,17
E02000958,Wandsworth 036,E09000032,Wandsworth,E12000007,London,8271,8065,206,92.80000,2973,2.70000,10
E02000959,Wandsworth 037,E09000032,Wandsworth,E12000007,London,7233,7151,82,138.50000,2980,2.40000,10
E02000960,Westminster 001,E09000033,Westminster,E12000007,London,6620,6499,121,71.80000,3055,2.10000,11
E02000961,Westminster 002,E09000033,Westminster,E12000007,London,9442,9380,62,116.20000,4064,2.30000,11
E02000962,Westminster 003,E09000033,Westminster,E12000007,London,8624,8614,10,124.30000,4424,1.90000,15
E02000963,Westminster 004,E09000033,Westminster,E12000007,London,10363,10303,60,212.90000,4141,2.50000,7
E02000964,Westminster 005,E09000033,Westminster,E12000007,London,12549,12458,91,246.70000,5638,2.20000,19
E02000965,Westminster 006,E09000033,Westminster,E12000007,London,8627,8604,23,175.60000,3981,2.20000,4
E02000966,Westminster 007,E09000033,Westminster,E12000007,London,9708,9661,47,173.30000,4714,2.00000,13
E02000967,Westminster 008,E09000033,Westminster,E12000007,London,7289,7093,196,51.50000,3653,1.90000,30
E02000968,Westminster 009,E09000033,Westminster,E12000007,London,14358,14199,159,235.90000,5713,2.50000,15
E02000969,Westminster 010,E09000033,Westminster,E12000007,London,9329,9060,269,171.80000,3719,2.40000,13
E02000970,Westminster 011,E09000033,Westminster,E12000007,London,8983,8916,67,82.90000,4874,1.80000,23
E02000971,Westminster 012,E09000033,Westminster,E12000007,London,8408,8191,217,155.50000,4354,1.90000,25
E02000972,Westminster 013,E09000033,Westminster,E12000007,London,8333,7617,716,64.50000,4503,1.70000,46
E02000973,Westminster 014,E09000033,Westminster,E12000007,London,10090,10031,59,186.00000,5312,1.90000,9
E02000974,Westminster 015,E09000033,Westminster,E12000007,London,8794,8448,346,127.60000,4380,1.90000,16
E02000975,Westminster 016,E09000033,Westminster,E12000007,London,8757,8391,366,180.80000,4621,1.80000,18
E02000976,Westminster 017,E09000033,Westminster,E12000007,London,9946,9766,180,215.40000,5041,1.90000,17
E02000977,Westminster 018,E09000033,Westminster,E12000007,London,7490,6719,771,29.80000,3895,1.70000,75
E02000978,Westminster 019,E09000033,Westminster,E12000007,London,9270,7862,1408,25.80000,3882,2.00000,40
E02000979,Westminster 020,E09000033,Westminster,E12000007,London,8081,7317,764,58.10000,3892,1.90000,46
E02000980,Westminster 021,E09000033,Westminster,E12000007,London,8684,8626,58,193.70000,4498,1.90000,17
E02000981,Westminster 022,E09000033,Westminster,E12000007,London,8991,8866,125,247.20000,4853,1.80000,7
E02000982,Westminster 023,E09000033,Westminster,E12000007,London,8226,8198,28,126.00000,4143,2.00000,33
E02000983,Westminster 024,E09000033,Westminster,E12000007,London,8434,8389,45,223.40000,4422,1.90000,13
E02006782,Bromley 040,E09000006,Bromley,E12000007,London,7648,7565,83,29.40000,3091,2.40000,17
E02006783,Lewisham 037,E09000023,Lewisham,E12000007,London,7208,7208,0,76.80000,2893,2.50000,21
E02006784,Lewisham 038,E09000023,Lewisham,E12000007,London,7359,7358,1,51.00000,3168,2.30000,23
E02006785,Bexley 029,E09000004,Bexley,E12000007,London,6384,6384,0,46.90000,2567,2.50000,16
E02006786,Greenwich 033,E09000011,Greenwich,E12000007,London,6894,6894,0,55.40000,2599,2.70000,16
E02006787,Bromley 041,E09000006,Bromley,E12000007,London,7594,7575,19,50.40000,3034,2.50000,24
E02006788,Croydon 045,E09000008,Croydon,E12000007,London,7520,7520,0,54.00000,2903,2.60000,15
E02006789,Bromley 042,E09000006,Bromley,E12000007,London,6428,6415,13,2.90000,2662,2.40000,39
E02006791,Ealing 040,E09000009,Ealing,E12000007,London,6711,6711,0,97.90000,3068,2.20000,10
E02006792,Hounslow 029,E09000018,Hounslow,E12000007,London,8393,8335,58,57.90000,4035,2.10000,31
E02006793,Enfield 037,E09000010,Enfield,E12000007,London,8908,8825,83,89.90000,3356,2.60000,21
E02006794,Haringey 037,E09000014,Haringey,E12000007,London,7306,7277,29,105.40000,2911,2.50000,11
E02006795,Harrow 032,E09000015,Harrow,E12000007,London,8124,8108,16,84.10000,2639,3.10000,11
E02006796,Hillingdon 033,E09000017,Hillingdon,E12000007,London,8438,8404,34,19.60000,3321,2.50000,24
E02006798,Lewisham 039,E09000023,Lewisham,E12000007,London,7548,7375,173,91.90000,3210,2.30000,18
E02006799,Barking and Dagenham 023,E09000002,Barking and Dagenham,E12000007,London,9756,9695,61,83.80000,3624,2.70000,25
E02006800,Redbridge 034,E09000026,Redbridge,E12000007,London,13069,13014,55,79.40000,4170,3.10000,16
E02006801,Lambeth 036,E09000022,Lambeth,E12000007,London,8081,7557,524,70.80000,3840,2.00000,53
E02006802,Southwark 034,E09000028,Southwark,E12000007,London,7689,6391,1298,111.50000,2867,2.20000,32
E02006836,Sutton 025,E09000029,Sutton,E12000007,London,8270,8062,208,24.80000,3195,2.50000,10
E02006853,Tower Hamlets 032,E09000030,Tower Hamlets,E12000007,London,7064,7063,1,141.40000,3320,2.10000,5
E02006854,Tower Hamlets 033,E09000030,Tower Hamlets,E12000007,London,5883,5883,0,64.40000,2991,2.00000,30
E02006882,Harrow 033,E09000015,Harrow,E12000007,London,14174,14103,71,66.60000,4342,3.20000,19
E02006918,Hackney 028,E09000012,Hackney,E12000007,London,7611,7611,0,146.70000,3113,2.40000,15
E02006921,Hackney 029,E09000012,Hackney,E12000007,London,7744,7739,5,171.00000,2909,2.70000,14
E02006924,Redbridge 035,E09000026,Redbridge,E12000007,London,12780,12623,157,53.10000,4020,3.10000,26
E02006925,Redbridge 036,E09000026,Redbridge,E12000007,London,13241,13241,0,53.10000,4102,3.20000,27
E02006927,Greenwich 034,E09000011,Greenwich,E12000007,London,8315,8241,74,33.00000,3338,2.50000,32
E02006928,Greenwich 035,E09000011,Greenwich,E12000007,London,7341,6410,931,136.00000,2977,2.20000,15
E02006929,Greenwich 036,E09000011,Greenwich,E12000007,London,7490,7489,1,29.40000,3333,2.20000,35
E02006930,Greenwich 037,E09000011,Greenwich,E12000007,London,6561,6557,4,75.60000,2876,2.30000,22
E02006931,Greenwich 038,E09000011,Greenwich,E12000007,London,9186,8973,213,46.10000,4113,2.20000,29
